0.00
0.01
0.03
0.02
0.02
0.01
0.01
0.01
0.01
0.01
0.01
0.25
0.04
0.01
0.24
0.06
0.11
0.01
0.46
0.16
1.00
0.01
0.01
0.00
0.06
0.01
0.01
0.03
0.01
0.01
0.66
0.01
0.32
0.02
0.32
0.01
0.04
0.01
0.01
0.01
0.08
0.05
0.01
0.01
0.02
0.01
0.01
1.00
0.02
0.01
0.01
0.01
0.01
0.99
0.01
0.81
0.01
0.01
0.68
0.03
0.43
0.02
0.01
0.15
0.78
0.05
0.01
0.01
0.03
0.04
0.88
0.02
0.01
0.28
0.01
0.23
0.02
0.00
1.00
0.43
0.01
0.03
0.01
0.02
0.01
0.20
0.03
0.02
0.01
0.01
0.01
0.01
0.80
0.01
0.01
0.01
0.02
0.07
0.01
0.62
0.01
0.01
0.01
0.01
0.01
0.02
0.01
0.87
0.01
0.00
0.03
0.76
0.01
0.01
0.01
0.01
0.48
0.01
0.02
0.06
0.01
0.01
0.67
0.01
0.47
0.01
0.26
0.02
0.08
0.01
0.01
0.01
0.06
0.01
0.28
0.05
0.14
0.01
1.00
0.01
0.82
0.01
0.01
0.02
0.95
0.70
0.01
0.88
0.03
0.02
0.03
0.01
0.01
0.01
0.02
0.01
0.01
0.01
0.14
0.01
0.01
0.98
0.01
0.01
0.01
0.48
0.01
0.02
0.01
0.15
0.01
0.01
0.50
0.33
0.02
0.05
0.01
0.01
0.11
0.00
0.09
0.05
0.28
0.06
0.87
1.00
0.01
0.62
0.03
0.22
0.01
0.11
0.02
1.00
0.01
0.01
0.01
0.83
0.04
0.01
0.01
0.01
0.19
0.04
0.74
0.14
0.83
0.60
0.01
0.00
0.05
0.01
0.01
0.81
0.01
0.02
0.06
0.01
0.01
0.01
0.09
0.04
0.01
0.03
0.25
0.01
0.01
0.01
0.03
0.00
0.01
0.22
0.02
0.02
0.58
0.90
0.89
0.01
0.00
0.58
0.01
0.02
0.01
0.94
0.02
0.56
0.01
0.45
0.89
0.85
0.22
0.01
0.11
0.01
0.03
0.02
0.33
0.01
0.01
0.01
0.08
0.01
0.01
0.03
0.19
0.00
0.01
0.02
0.04
0.06
0.01
0.03
0.05
0.48
0.01
0.02
0.01
0.11
0.44
0.02
0.03
0.06
0.01
0.74
0.03
0.02
0.01
0.81
0.03
0.01
0.01
0.31
0.03
0.82
0.01
0.01
0.08
0.40
0.05
0.02
0.58
0.17
0.01
0.01
0.01
1.00
0.59
1.00
0.01
0.02
0.01
0.08
0.02
0.77
0.06
0.30
0.99
0.01
0.01
0.82
0.01
0.46
0.01
0.92
0.02
0.13
0.01
0.75
0.08
0.01
0.01
0.02
0.09
0.04
0.01
0.02
0.12
0.79
0.06
0.02
0.29
0.06
0.51
0.01
0.01
0.04
0.02
0.06
0.01
0.01
0.07
0.01
0.19
0.38
0.02
0.87
0.14
0.03
0.70
0.06
0.02
0.66
0.01
0.01
0.70
0.05
0.59
0.01
0.69
0.01
0.42
0.64
0.01
0.67
0.68
0.01
1.00
0.18
0.01
0.01
0.02
0.01
0.09
0.14
0.97
0.01
1.00
0.02
0.01
0.01
0.03
0.01
1.00
0.01
0.01
0.93
0.01
0.00
0.01
0.04
0.02
0.42
0.17
0.01
0.01
0.01
0.01
0.01
0.03
0.01
0.01
0.05
0.01
0.01
0.32
0.02
0.00
0.01
0.01
0.01
1.00
0.04
0.04
0.68
0.62
0.01
0.01
0.17
0.01
0.01
0.82
0.02
0.02
0.00
0.01
0.00
0.01
0.01
0.01
0.04
0.02
0.03
0.01
0.01
0.01
0.02
0.00
0.01
0.93
0.07
0.01
0.99
0.65
0.17
0.02
0.11
0.01
0.70
0.34
0.01
0.10
0.01
0.01
0.01
0.54
0.02
0.01
0.01
0.08
0.01
0.01
1.00
0.02
0.40
0.10
0.01
0.01
0.11
0.02
0.01
0.03
0.01
0.06
0.04
0.08
1.00
0.51
0.01
0.02
0.01
0.01
0.13
0.02
0.02
0.01
0.01
0.01
0.83
0.01
0.06
